date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:18:21	97184/97184	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2023%20May%202016%2007:34:30%20GMT	http://www.joanbosch.tv/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/My%20Web%20Sites/webales/www.joanbosch.tv/wp-includes/js/jquery/jqueryb8ff.js	(from http://www.joanbosch.tv/)
14:18:21	1726/1726	---M--	200	added ('OK')	image/png	date:Tue,%2009%20May%202017%2023:13:03%20GMT	http://www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/apple-icon-72x72.png	C:/My%20Web%20Sites/webales/www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/apple-icon-72x72.png	(from http://www.joanbosch.tv/)
14:18:21	1794/1794	---M--	200	added ('OK')	image/png	date:Tue,%2009%20May%202017%2023:13:03%20GMT	http://www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/apple-icon-76x76.png	C:/My%20Web%20Sites/webales/www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/apple-icon-76x76.png	(from http://www.joanbosch.tv/)
14:18:21	2280/2280	---M--	200	added ('OK')	image/png	date:Tue,%2009%20May%202017%2023:13:03%20GMT	http://www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/apple-icon-114x114.png	C:/My%20Web%20Sites/webales/www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/apple-icon-114x114.png	(from http://www.joanbosch.tv/)
14:18:21	2339/2339	---M--	200	added ('OK')	image/png	date:Tue,%2009%20May%202017%2023:13:03%20GMT	http://www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/apple-icon-120x120.png	C:/My%20Web%20Sites/webales/www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/apple-icon-120x120.png	(from http://www.joanbosch.tv/)
14:18:22	2664/2664	---M--	200	added ('OK')	image/png	date:Tue,%2009%20May%202017%2023:13:03%20GMT	http://www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/apple-icon-144x144.png	C:/My%20Web%20Sites/webales/www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/apple-icon-144x144.png	(from http://www.joanbosch.tv/)
14:18:22	2826/2826	---M--	200	added ('OK')	image/png	date:Tue,%2009%20May%202017%2023:13:03%20GMT	http://www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/apple-icon-152x152.png	C:/My%20Web%20Sites/webales/www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/apple-icon-152x152.png	(from http://www.joanbosch.tv/)
14:18:22	3177/3177	---M--	200	added ('OK')	image/png	date:Tue,%2009%20May%202017%2023:13:03%20GMT	http://www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/apple-icon-180x180.png	C:/My%20Web%20Sites/webales/www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/apple-icon-180x180.png	(from http://www.joanbosch.tv/)
14:18:22	2319/2319	---M--	200	added ('OK')	image/png	date:Tue,%2009%20May%202017%2023:13:01%20GMT	http://www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/android-icon-192x192.png	C:/My%20Web%20Sites/webales/www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/android-icon-192x192.png	(from http://www.joanbosch.tv/)
14:18:22	1198/1198	---M--	200	added ('OK')	image/png	date:Tue,%2009%20May%202017%2023:13:03%20GMT	http://www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/favicon-32x32.png	C:/My%20Web%20Sites/webales/www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/favicon-32x32.png	(from http://www.joanbosch.tv/)
